frame.time_epoch,frame.number
1276225275.869714000,1248
1276225275.873962000,1249
1276225275.874366000,1250
1276225275.875196000,1251
1276225275.877667000,1252
1276225275.879885000,1253
1276225275.884135000,1254
1276225275.885463000,1255
1276225275.889130000,1256
1276225275.893128000,1257
1276225275.894444000,1258
1276225275.897124000,1259
1276225275.901625000,1260
1276225275.901632000,1261
1276225275.901990000,1262
1276225275.902971000,1263
1276225275.903104000,1264
1276225275.911366000,1265
1276225275.915613000,1266
1276225275.916235000,1267
1276225275.916834000,1268
1276225275.917376000,1269
1276225275.922681000,1270
1276225275.927179000,1271
1276225275.927186000,1272
1276225275.927637000,1273
1276225275.928414000,1274
1276225275.928949000,1275
1276225275.929516000,1276
1276225275.929976000,1277
1276225275.931082000,1278
1276225275.936410000,1279
1276225275.938508000,1280
1276225275.946472000,1281
1276225275.947538000,1282
1276225275.984893000,1283
1276225275.989387000,1284
1276225275.990624000,1285
1276225275.992624000,1286
1276225275.994333000,1287
1276225275.996326000,1288
1276225276.052107000,1289
1276225276.056849000,1290
1276225276.056856000,1291
1276225276.057548000,1292
1276225276.058088000,1293
1276225276.058683000,1294
1276225276.059348000,1295
1276225276.066478000,1296
1276225276.091298000,1297
1276225276.092760000,1298
1276225276.115062000,1299
1276225276.115069000,1300
1276225276.116381000,1301
1276225276.119558000,1302
1276225276.119938000,1303
1276225276.121253000,1304
1276225276.121846000,1305
1276225276.133088000,1306
1276225276.153535000,1307
1276225276.158281000,1308
1276225276.159504000,1309
1276225276.162778000,1310
1276225276.162785000,1311
1276225276.164093000,1312
1276225276.167775000,1313
1276225276.171772000,1314
1276225276.173008000,1315
1276225276.176488000,1316
1276225276.178578000,1317
1276225276.180153000,1318
1276225276.183765000,1319
1276225276.185024000,1320
1276225276.188762000,1321
1276225276.193010000,1322
1276225276.194240000,1323
1276225276.197505000,1324
1276225276.201504000,1325
1276225276.202735000,1326
1276225276.206436000,1327
1276225276.208152000,1328
1276225276.208485000,1329
1276225276.208637000,1330
1276225276.210747000,1331
1276225276.211965000,1332
1276225276.213171000,1333
1276225276.214996000,1334
1276225276.215571000,1335
1276225276.219243000,1336
1276225276.220457000,1337
1276225276.224239000,1338
1276225276.228486000,1339
1276225276.229722000,1340
1276225276.232420000,1341
1276225276.236983000,1342
1276225276.238214000,1343
1276225276.241977000,1344
1276225276.246225000,1345
1276225276.247459000,1346
1276225276.250721000,1347
1276225276.254971000,1348
1276225276.255326000,1349
1276225276.256200000,1350
1276225276.257359000,1351
1276225276.261465000,1352
1276225276.265712000,1353
1276225276.266762000,1354
1276225276.266941000,1355
1276225276.270211000,1356
1276225276.274457000,1357
1276225276.275686000,1358
1276225276.277341000,1359
1276225276.278768000,1360
1276225276.282453000,1361
1276225276.286950000,1362
1276225276.288182000,1363
1276225276.291946000,1364
1276225276.295695000,1365
1276225276.296926000,1366
1276225276.300690000,1367
1276225276.303400000,1368
1276225276.304687000,1369
1276225276.304694000,1370
1276225276.304897000,1371
1276225276.305217000,1372
1276225276.305298000,1373
1276225276.305322000,1374
1276225276.305541000,1375
1276225276.305905000,1376
1276225276.306083000,1377
1276225276.309185000,1378
1276225276.313682000,1379
1276225276.314912000,1380
1276225276.318180000,1381
1276225276.322676000,1382
1276225276.323908000,1383
1276225276.326923000,1384
1276225276.331421000,1385
1276225276.332635000,1386
1276225276.334979000,1387
1276225276.336752000,1388
1276225276.340416000,1389
1276225276.344012000,1390
1276225276.344409000,1391
1276225276.344416000,1392
1276225276.345630000,1393
1276225276.349160000,1394
1276225276.353155000,1395
1276225276.354396000,1396
1276225276.357654000,1397
1276225276.362151000,1398
1276225276.362346000,1399
1276225276.363381000,1400
1276225276.365280000,1401
1276225276.373798000,1402
1276225276.375101000,1403
1276225276.375107000,1404
1276225276.377699000,1405
1276225276.378763000,1406
1276225276.390696000,1407
1276225276.391754000,1408
1276225276.403933000,1409
1276225276.404987000,1410
1276225276.410300000,1411
1276225276.414799000,1412
1276225276.416088000,1413
1276225276.419795000,1414
1276225276.423542000,1415
1276225276.424834000,1416
1276225276.427539000,1417
1276225276.432286000,1418
1276225276.433605000,1419
1276225276.437034000,1420
1276225276.440781000,1421
1276225276.442116000,1422
1276225276.444780000,1423
1276225276.449525000,1424
1276225276.450855000,1425
1276225276.454273000,1426
1276225276.458019000,1427
1276225276.458854000,1428
1276225276.459390000,1429
1276225276.459642000,1430
1276225276.460124000,1431
1276225276.460789000,1432
1276225276.461209000,1433
1276225276.498723000,1434
1276225276.499923000,1435
1276225276.512251000,1436
1276225276.534474000,1437
1276225276.538718000,1438
1276225276.539840000,1439
1276225276.540118000,1440
1276225276.541139000,1441
1276225276.545466000,1442
1276225276.549711000,1443
1276225276.551065000,1444
1276225276.554458000,1445
1276225276.558457000,1446
1276225276.559819000,1447
1276225276.563204000,1448
1276225276.566950000,1449
1276225276.568314000,1450
1276225276.571698000,1451
1276225276.575696000,1452
1276225276.577069000,1453
1276225276.579943000,1454
1276225276.584439000,1455
1276225276.585590000,1456
1276225276.585847000,1457
1276225276.586986000,1458
1276225276.603750000,1459
1276225276.607995000,1460
1276225276.609217000,1461
1276225276.612997000,1462
1276225276.613004000,1463
1276225276.614289000,1464
1276225276.617239000,1465
1276225276.621737000,1466
1276225276.622970000,1467
1276225276.626205000,1468
1276225276.626212000,1469
1276225276.630732000,1470
1276225276.631966000,1471
1276225276.635480000,1472
1276225276.639945000,1473
1276225276.641159000,1474
1276225276.644475000,1475
1276225276.648471000,1476
1276225276.649700000,1477
1276225276.653275000,1478
1276225276.657714000,1479
1276225276.658944000,1480
1276225276.662212000,1481
1276225276.663657000,1482
1276225276.666458000,1483
1276225276.667499000,1484
1276225276.667693000,1485
1276225276.669088000,1486
1276225276.673455000,1487
1276225276.677702000,1488
1276225276.678938000,1489
1276225276.681603000,1490
1276225276.686448000,1491
1276225276.687686000,1492
1276225276.690943000,1493
1276225276.695942000,1494
1276225276.697173000,1495
1276225276.699369000,1496
1276225276.703865000,1497
1276225276.705249000,1498
1276225276.708434000,1499
1276225276.712680000,1500
1276225276.713897000,1501
1276225276.717356000,1502
1276225276.721604000,1503
1276225276.722973000,1504
1276225276.726170000,1505
1276225276.730419000,1506
1276225276.731656000,1507
1276225276.735095000,1508
1276225276.739092000,1509
1276225276.740490000,1510
1276225276.743661000,1511
1276225276.743944000,1512
1276225276.745271000,1513
1276225276.746461000,1514
1276225276.749085000,1515
1276225276.753583000,1516
1276225276.754854000,1517
1276225276.758331000,1518
1276225276.762078000,1519
1276225276.763367000,1520
1276225276.766574000,1521
1276225276.770822000,1522
1276225276.772130000,1523
1276225276.775891000,1524
1276225276.779888000,1525
1276225276.781124000,1526
1276225276.784386000,1527
1276225276.788882000,1528
1276225276.790133000,1529
1276225276.793631000,1530
1276225276.797626000,1531
1276225276.798841000,1532
1276225276.802123000,1533
1276225276.806622000,1534
1276225276.807852000,1535
1276225276.811617000,1536
1276225276.815615000,1537
1276225276.816830000,1538
1276225276.819544000,1539
1276225276.819551000,1540
1276225276.819914000,1541
1276225276.825230000,1542
1276225276.825792000,1543
1276225276.825799000,1544
1276225276.830035000,1545
1276225276.831226000,1546
1276225276.841279000,1547
1276225276.845525000,1548
1276225276.845823000,1549
1276225276.846778000,1550
1276225276.846912000,1551
1276225276.859018000,1552
1276225276.863489000,1553
1276225276.864755000,1554
1276225276.867082000,1555
1276225276.867361000,1556
1276225276.872500000,1557
1276225276.872984000,1558
1276225276.872989000,1559
1276225276.877234000,1560
1276225276.878616000,1561
1276225276.879288000,1562
1276225276.881641000,1563
1276225276.886605000,1564
1276225276.887638000,1565
1276225276.912108000,1566
1276225276.915341000,1567
1276225276.915748000,1568
1276225276.936248000,1569
1276225276.942596000,1570
1276225277.008055000,1571
1276225277.014798000,1572
1276225277.015623000,1573
1276225277.016074000,1574
1276225277.017647000,1575
1276225277.030954000,1576
1276225277.032485000,1577
1276225277.038658000,1578
1276225277.050677000,1579
1276225277.050920000,1580
1276225277.051136000,1581
1276225277.084139000,1582
1276225277.090806000,1583
1276225277.092069000,1584
1276225277.108428000,1585
1276225277.113173000,1586
1276225277.114403000,1587
1276225277.117665000,1588
1276225277.121917000,1589
1276225277.123161000,1590
1276225277.126658000,1591
1276225277.131151000,1592
1276225277.131562000,1593
1276225277.132380000,1594
1276225277.133584000,1595
1276225277.137140000,1596
1276225277.141627000,1597
1276225277.142898000,1598
1276225277.175640000,1599
1276225277.180383000,1600
1276225277.180602000,1601
1276225277.181623000,1602
1276225277.182648000,1603
1276225277.184516000,1604
1276225277.185838000,1605
1276225277.224357000,1606
1276225277.228852000,1607
1276225277.230099000,1608
1276225277.231143000,1609
1276225277.232728000,1610
1276225277.274078000,1611
1276225277.278322000,1612
1276225277.279558000,1613
1276225277.281272000,1614
1276225277.282926000,1615
1276225277.317229000,1616
1276225277.321472000,1617
1276225277.322687000,1618
1276225277.326220000,1619
1276225277.330218000,1620
1276225277.331449000,1621
1276225277.334715000,1622
1276225277.336183000,1623
1276225277.338711000,1624
1276225277.339960000,1625
1276225277.343460000,1626
1276225277.347457000,1627
1276225277.348716000,1628
1276225277.351953000,1629
1276225277.356202000,1630
1276225277.357470000,1631
1276225277.360948000,1632
1276225277.364697000,1633
1276225277.365993000,1634
1276225277.366781000,1635
1276225277.366787000,1636
1276225277.369262000,1637
1276225277.373761000,1638
1276225277.374997000,1639
1276225277.378751000,1640
1276225277.378757000,1641
1276225277.380799000,1642
1276225277.406995000,1643
1276225277.411486000,1644
1276225277.412708000,1645
1276225277.415983000,1646
1276225277.420481000,1647
1276225277.421713000,1648
1276225277.425228000,1649
1276225277.428912000,1650
1276225277.430132000,1651
1276225277.433723000,1652
1276225277.438219000,1653
1276225277.439454000,1654
1276225277.443001000,1655
1276225277.445710000,1656
1276225277.446752000,1657
1276225277.447479000,1658
1276225277.451211000,1659
1276225277.455210000,1660
1276225277.456430000,1661
1276225277.459707000,1662
1276225277.463954000,1663
1276225277.465185000,1664
1276225277.468898000,1665
1276225277.472947000,1666
1276225277.474182000,1667
1276225277.477444000,1668
1276225277.481693000,1669
1276225277.482909000,1670
1276225277.486618000,1671
1276225277.490119000,1672
1276225277.491477000,1673
1276225277.495186000,1674
1276225277.499181000,1675
1276225277.500410000,1676
1276225277.504109000,1677
1276225277.507856000,1678
1276225277.509203000,1679
1276225277.512601000,1680
1276225277.516349000,1681
1276225277.517730000,1682
1276225277.521096000,1683
1276225277.525095000,1684
1276225277.526485000,1685
1276225277.530162000,1686
1276225277.534409000,1687
1276225277.535643000,1688
1276225277.539085000,1689
1276225277.542613000,1690
1276225277.543994000,1691
1276225277.547652000,1692
1276225277.551898000,1693
1276225277.553116000,1694
1276225277.556896000,1695
1276225277.560323000,1696
1276225277.564571000,1697
1276225277.565896000,1698
1276225277.569386000,1699
1276225277.570609000,1700
1276225277.574385000,1701
1276225277.578382000,1702
1276225277.582628000,1703
1276225277.582759000,1704
1276225277.583863000,1705
1276225277.584948000,1706
1276225277.588375000,1707
1276225277.589633000,1708
1276225277.593125000,1709
1276225277.597120000,1710
1276225277.598350000,1711
1276225277.601617000,1712
1276225277.606115000,1713
1276225277.607346000,1714
1276225277.610612000,1715
1276225277.615109000,1716
1276225277.616338000,1717
1276225277.619606000,1718
1276225277.623853000,1719
1276225277.625083000,1720
1276225277.628850000,1721
1276225277.632849000,1722
1276225277.634065000,1723
1276225277.637843000,1724
1276225277.641522000,1725
1276225277.645770000,1726
1276225277.647106000,1727
1276225277.650335000,1728
1276225277.651566000,1729
1276225277.654835000,1730
1276225277.659332000,1731
1276225277.660561000,1732
1276225277.663828000,1733
1276225277.668325000,1734
1276225277.672824000,1735
1276225277.674040000,1736
1276225277.677568000,1737
1276225277.677781000,1738
1276225277.679114000,1739
1276225277.679786000,1740
1276225277.682495000,1741
1276225277.686493000,1742
1276225277.687719000,1743
1276225277.691313000,1744
1276225277.692574000,1745
1276225277.696307000,1746
1276225277.699986000,1747
1276225277.704482000,1748
1276225277.705697000,1749
1276225277.709047000,1750
1276225277.710280000,1751
1276225277.713796000,1752
1276225277.717723000,1753
1276225277.721970000,1754
1276225277.723222000,1755
1276225277.726537000,1756
1276225277.727813000,1757
1276225277.731535000,1758
1276225277.735534000,1759
1276225277.736767000,1760
1276225277.739960000,1761
1276225277.743957000,1762
1276225277.745353000,1763
1276225277.748524000,1764
1276225277.753021000,1765
1276225277.754239000,1766
1276225277.758267000,1767
1276225277.762019000,1768
1276225277.763247000,1769
1276225277.766690000,1770
1276225277.770438000,1771
1276225277.771628000,1772
1276225277.775256000,1773
1276225277.779504000,1774
1276225277.780723000,1775
1276225277.784502000,1776
1276225277.788499000,1777
1276225277.789740000,1778
1276225277.792950000,1779
1276225277.795033000,1780
1276225277.797243000,1781
1276225277.801739000,1782
1276225277.802976000,1783
1276225277.806237000,1784
1276225277.810736000,1785
1276225277.811995000,1786
1276225277.815482000,1787
1276225277.819479000,1788
1276225277.820714000,1789
1276225277.823907000,1790
1276225277.828152000,1791
1276225277.829492000,1792
1276225277.832970000,1793
1276225277.836968000,1794
1276225277.838202000,1795
1276225277.841716000,1796
1276225277.845965000,1797
1276225277.847191000,1798
1276225277.850958000,1799
1276225277.854958000,1800
1276225277.856188000,1801
1276225277.859382000,1802
1276225277.863381000,1803
1276225277.864742000,1804
1276225277.868448000,1805
1276225277.872446000,1806
1276225277.873677000,1807
1276225277.876871000,1808
1276225277.881119000,1809
1276225277.882510000,1810
1276225277.885938000,1811
1276225277.889936000,1812
1276225277.891172000,1813
1276225277.894682000,1814
1276225277.899179000,1815
1276225277.900397000,1816
1276225277.903926000,1817
1276225277.908172000,1818
1276225277.909391000,1819
1276225277.912923000,1820
1276225277.912930000,1821
1276225277.914247000,1822
1276225277.915080000,1823
1276225277.917597000,1824
1276225277.921345000,1825
1276225277.922636000,1826
1276225277.926160000,1827
1276225277.930660000,1828
1276225277.931883000,1829
1276225277.934906000,1830
1276225277.939404000,1831
1276225277.940634000,1832
1276225277.941135000,1833
1276225277.943596000,1834
1276225277.944246000,1835
1276225277.946649000,1836
1276225277.951146000,1837
1276225277.952362000,1838
1276225277.955644000,1839
1276225277.960140000,1840
1276225277.961375000,1841
1276225277.964637000,1842
1276225277.968885000,1843
1276225277.970115000,1844
1276225277.973382000,1845
1276225277.977879000,1846
1276225277.979100000,1847
1276225277.982376000,1848
1276225277.986875000,1849
1276225277.988105000,1850
1276225277.991620000,1851
1276225277.995868000,1852
1276225277.997101000,1853
1276225278.000864000,1854
1276225278.004580000,1855
1276225278.005816000,1856
1276225278.009107000,1857
1276225278.010745000,1858
1276225278.011561000,1859
1276225278.012263000,1860
1276225278.016331000,1861
1276225278.016589000,1862
1276225278.017930000,1863
1276225278.020682000,1864
1276225278.024540000,1865
1276225278.025336000,1866
1276225278.030281000,1867
1276225278.032369000,1868
1276225278.033490000,1869
1276225278.035980000,1870
1276225278.037127000,1871
1276225278.037972000,1872
1276225278.039079000,1873
1276225278.045134000,1874
1276225278.046266000,1875
1276225278.054082000,1876
1276225278.058324000,1877
1276225278.058331000,1878
1276225278.058756000,1879
1276225278.059559000,1880
1276225278.064084000,1881
1276225278.064597000,1882
1276225278.071025000,1883
1276225278.071219000,1884
1276225278.071639000,1885
1276225278.079106000,1886
1276225278.080144000,1887
1276225278.101774000,1888
1276225278.105798000,1889
1276225278.110296000,1890
1276225278.110660000,1891
1276225278.110666000,1892
1276225278.111534000,1893
1276225278.112643000,1894
1276225278.116542000,1895
1276225278.121040000,1896
1276225278.122285000,1897
1276225278.124273000,1898
1276225278.125462000,1899
1276225278.126286000,1900
1276225278.129990000,1901
1276225278.148689000,1902
1276225278.164736000,1903
1276225278.167432000,1904
1276225278.206590000,1905
1276225278.251658000,1906
1276225278.252479000,1907
1276225278.253374000,1908
1276225278.259954000,1909
1276225278.264448000,1910
1276225278.264454000,1911
1276225278.265685000,1912
1276225278.269444000,1913
1276225278.270741000,1914
1276225278.274442000,1915
1276225278.278189000,1916
1276225278.279409000,1917
1276225278.282894000,1918
1276225278.287173000,1919
1276225278.288397000,1920
1276225278.291680000,1921
1276225278.295928000,1922
1276225278.297165000,1923
1276225278.300674000,1924
1276225278.304924000,1925
1276225278.306141000,1926
1276225278.309366000,1927
1276225278.313656000,1928
1276225278.314880000,1929
1276225278.318663000,1930
1276225278.319863000,1931
1276225278.320536000,1932
1276225278.322660000,1933
1276225278.323897000,1934
1276225278.327157000,1935
1276225278.331406000,1936
1276225278.332639000,1937
1276225278.336350000,1938
1276225278.340400000,1939
1276225278.341637000,1940
1276225278.344897000,1941
1276225278.349145000,1942
1276225278.350376000,1943
1276225278.351112000,1944
1276225278.353892000,1945
1276225278.358389000,1946
1276225278.359609000,1947
1276225278.362635000,1948
1276225278.367134000,1949
1276225278.368366000,1950
1276225278.372129000,1951
1276225278.376129000,1952
1276225278.377345000,1953
1276225278.380876000,1954
1276225278.385124000,1955
1276225278.386356000,1956
1276225278.389618000,1957
1276225278.393866000,1958
1276225278.395085000,1959
1276225278.398362000,1960
1276225278.402861000,1961
1276225278.404077000,1962
1276225278.407357000,1963
1276225278.411854000,1964
1276225278.413072000,1965
1276225278.416852000,1966
1276225278.420850000,1967
1276225278.422069000,1968
1276225278.425597000,1969
1276225278.429593000,1970
1276225278.430813000,1971
1276225278.434340000,1972
1276225278.438588000,1973
1276225278.439805000,1974
1276225278.443093000,1975
1276225278.447333000,1976
1276225278.448565000,1977
1276225278.451829000,1978
1276225278.456326000,1979
1276225278.457558000,1980
1276225278.460824000,1981
1276225278.465572000,1982
1276225278.466788000,1983
1276225278.470317000,1984
1276225278.474316000,1985
1276225278.475534000,1986
1276225278.478812000,1987
1276225278.483059000,1988
1276225278.484294000,1989
1276225278.488056000,1990
1276225278.492056000,1991
1276225278.493289000,1992
1276225278.496551000,1993
1276225278.500800000,1994
1276225278.502045000,1995
1276225278.505795000,1996
1276225278.510043000,1997
1276225278.511265000,1998
1276225278.514789000,1999
1276225278.518787000,2000
1276225278.520005000,2001
1276225278.523785000,2002
1276225278.527784000,2003
1276225278.529015000,2004
1276225278.532279000,2005
1276225278.536528000,2006
1276225278.537761000,2007
1276225278.541273000,2008
1276225278.541280000,2009
1276225278.542632000,2010
1276225278.544758000,2011
1276225278.554707000,2012
1276225278.556803000,2013
1276225278.558014000,2014
1276225278.570060000,2015
1276225278.571185000,2016
1276225278.583055000,2017
1276225278.584130000,2018
1276225278.595544000,2019
1276225278.596565000,2020
1276225278.645901000,2021
1276225278.760580000,2022
1276225278.760833000,2023
1276225279.076686000,2024
1276225279.076693000,2025
1276225279.078030000,2026
1276225279.081925000,2027
1276225279.086173000,2028
1276225279.087406000,2029
1276225279.091168000,2030
1276225279.094921000,2031
1276225279.096139000,2032
1276225279.099612000,2033
1276225279.103899000,2034
1276225279.105147000,2035
1276225279.108657000,2036
1276225279.112656000,2037
1276225279.113881000,2038
1276225279.117404000,2039
1276225279.121650000,2040
1276225279.122888000,2041
1276225279.126340000,2042
1276225279.130395000,2043
1276225279.131619000,2044
1276225279.135139000,2045
1276225279.139385000,2046
1276225279.140613000,2047
1276225279.144391000,2048
1276225279.148389000,2049
1276225279.149605000,2050
1276225279.152822000,2051
1276225279.157133000,2052
1276225279.158350000,2053
1276225279.162129000,2054
1276225279.166130000,2055
1276225279.167363000,2056
1276225279.170623000,2057
1276225279.174873000,2058
1276225279.176103000,2059
1276225279.179868000,2060
1276225279.184117000,2061
1276225279.185332000,2062
1276225279.188613000,2063
1276225279.193109000,2064
1276225279.194339000,2065
1276225279.197109000,2066
1276225279.201855000,2067
1276225279.203088000,2068
1276225279.206351000,2069
1276225279.210602000,2070
1276225279.211832000,2071
1276225279.215600000,2072
1276225279.219843000,2073
1276225279.221063000,2074
1276225279.224340000,2075
1276225279.228337000,2076
1276225279.229562000,2077
1276225279.233335000,2078
1276225279.237581000,2079
1276225279.238823000,2080
1276225279.242079000,2081
1276225279.246328000,2082
1276225279.247559000,2083
1276225279.251073000,2084
1276225279.255571000,2085
1276225279.256788000,2086
1276225279.260317000,2087
1276225279.264066000,2088
1276225279.265284000,2089
1276225279.268811000,2090
1276225279.273309000,2091
1276225279.274543000,2092
1276225279.277806000,2093
1276225279.282055000,2094
1276225279.283287000,2095
1276225279.287051000,2096
1276225279.287479000,2097
1276225279.288808000,2098
1276225279.290914000,2099
1276225279.300985000,2100
1276225279.303347000,2101
1276225279.304495000,2102
1276225279.316591000,2103
1276225279.317681000,2104
1276225279.329581000,2105
1276225279.330668000,2106
1276225279.341823000,2107
1276225279.342876000,2108
1276225279.391440000,2109
1276225279.714787000,2110
1276225279.719278000,2111
1276225279.720524000,2112
1276225279.724029000,2113
1276225279.724035000,2114
1276225279.725316000,2115
1276225279.729020000,2116
1276225279.732769000,2117
1276225279.734012000,2118
1276225279.737234000,2119
1276225279.741515000,2120
1276225279.742753000,2121
1276225279.746260000,2122
1276225279.750758000,2123
1276225279.751976000,2124
1276225279.755506000,2125
1276225279.759448000,2126
1276225279.760635000,2127
1276225279.764000000,2128
1276225279.768245000,2129
1276225279.769479000,2130
1276225279.772744000,2131
1276225279.776993000,2132
1276225279.778224000,2133
1276225279.781737000,2134
1276225279.786237000,2135
1276225279.787452000,2136
1276225279.790908000,2137
1276225279.794970000,2138
1276225279.796193000,2139
1276225279.799977000,2140
1276225279.803975000,2141
1276225279.805208000,2142
1276225279.808471000,2143
1276225279.812721000,2144
1276225279.813951000,2145
1276225279.817714000,2146
1276225279.821714000,2147
1276225279.822942000,2148
1276225279.826209000,2149
1276225279.830707000,2150
1276225279.831927000,2151
1276225279.835705000,2152
1276225279.839701000,2153
1276225279.840934000,2154
1276225279.844449000,2155
1276225279.848446000,2156
1276225279.849662000,2157
1276225279.853452000,2158
1276225279.857439000,2159
1276225279.858655000,2160
1276225279.861936000,2161
1276225279.866434000,2162
1276225279.867653000,2163
1276225279.871432000,2164
1276225279.875179000,2165
1276225279.876394000,2166
1276225279.879676000,2167
1276225279.884174000,2168
1276225279.885406000,2169
1276225279.889169000,2170
1276225279.893169000,2171
1276225279.894403000,2172
1276225279.897915000,2173
1276225279.901912000,2174
1276225279.903137000,2175
1276225279.906909000,2176
1276225279.910905000,2177
1276225279.912121000,2178
1276225279.915653000,2179
1276225279.919901000,2180
1276225279.921131000,2181
1276225279.924897000,2182
1276225279.928896000,2183
1276225279.930110000,2184
1276225279.933391000,2185
1276225279.937640000,2186
1276225279.938868000,2187
1276225279.942635000,2188
1276225279.946633000,2189
1276225279.947849000,2190
1276225279.951633000,2191
1276225279.955630000,2192
1276225279.956858000,2193
1276225279.960624000,2194
1276225279.964373000,2195
1276225279.965605000,2196
1276225279.969118000,2197
1276225279.973368000,2198
1276225279.974598000,2199
1276225279.978363000,2200
1276225279.982610000,2201
1276225279.983832000,2202
1276225279.987107000,2203
1276225279.991356000,2204
1276225279.992592000,2205
1276225279.996104000,2206
1276225280.000349000,2207
1276225280.001566000,2208
1276225280.004818000,2209
1276225280.009069000,2210
1276225280.010298000,2211
1276225280.014075000,2212
1276225280.018308000,2213
1276225280.019550000,2214
1276225280.023055000,2215
1276225280.026811000,2216
1276225280.028035000,2217
1276225280.031813000,2218
1276225280.036051000,2219
1276225280.037278000,2220
1276225280.040543000,2221
1276225280.044788000,2222
1276225280.046046000,2223
1276225280.049363000,2224
1276225280.053841000,2225
1276225280.055076000,2226
1276225280.058306000,2227
1276225280.062766000,2228
1276225280.064027000,2229
1276225280.067803000,2230
1276225280.071801000,2231
1276225280.073012000,2232
1276225280.076291000,2233
1276225280.080539000,2234
1276225280.081770000,2235
1276225280.085538000,2236
1276225280.089534000,2237
1276225280.089765000,2238
1276225280.090766000,2239
1276225280.101673000,2240
1276225280.111477000,2241
1276225280.113833000,2242
1276225280.114996000,2243
1276225280.126561000,2244
1276225280.127691000,2245
1276225280.139053000,2246
1276225280.140348000,2247
1276225280.151812000,2248
1276225280.152906000,2249
1276225280.202416000,2250
1276225280.563250000,2251
1276225280.567741000,2252
1276225280.568990000,2253
1276225280.572237000,2254
1276225280.572244000,2255
1276225280.573534000,2256
1276225280.576984000,2257
1276225280.581231000,2258
1276225280.582453000,2259
1276225280.585697000,2260
1276225280.590226000,2261
1276225280.591449000,2262
1276225280.595223000,2263
1276225280.599223000,2264
1276225280.600455000,2265
1276225280.603719000,2266
1276225280.607663000,2267
1276225280.608848000,2268
1276225280.612462000,2269
1276225280.616960000,2270
1276225280.618181000,2271
1276225280.621456000,2272
1276225280.625705000,2273
1276225280.626938000,2274
1276225280.630700000,2275
1276225280.634699000,2276
1276225280.635917000,2277
1276225280.639621000,2278
1276225280.643441000,2279
1276225280.644663000,2280
1276225280.648439000,2281
1276225280.652436000,2282
1276225280.653670000,2283
1276225280.656934000,2284
1276225280.661182000,2285
1276225280.662414000,2286
1276225280.665929000,2287
1276225280.670175000,2288
1276225280.671393000,2289
1276225280.674673000,2290
1276225280.679172000,2291
1276225280.680407000,2292
1276225280.684169000,2293
1276225280.688164000,2294
1276225280.689383000,2295
1276225280.692661000,2296
1276225280.697160000,2297
1276225280.698380000,2298
1276225280.701906000,2299
1276225280.705903000,2300
1276225280.707136000,2301
1276225280.710401000,2302
1276225280.714899000,2303
1276225280.716130000,2304
1276225280.719895000,2305
1276225280.723892000,2306
1276225280.725110000,2307
1276225280.728638000,2308
1276225280.728644000,2309
1276225280.729982000,2310
1276225280.731538000,2311
1276225280.741325000,2312
1276225280.748069000,2313
1276225280.748272000,2314
1276225280.889790000,2315
1276225280.894035000,2316
1276225280.895259000,2317
1276225280.899031000,2318
1276225280.903024000,2319
1276225280.904273000,2320
1276225280.907525000,2321
1276225280.911753000,2322
1276225280.912961000,2323
1276225280.916769000,2324
1276225280.921016000,2325
1276225280.922251000,2326
1276225280.925515000,2327
1276225280.929470000,2328
1276225280.930679000,2329
1276225280.934259000,2330
1276225280.938735000,2331
1276225280.939956000,2332
1276225280.943253000,2333
1276225280.947251000,2334
1276225280.948470000,2335
1276225280.951997000,2336
1276225280.956495000,2337
1276225280.957729000,2338
1276225280.960990000,2339
1276225280.964929000,2340
1276225280.966112000,2341
1276225280.969735000,2342
1276225280.974235000,2343
1276225280.975452000,2344
1276225280.978730000,2345
1276225280.982978000,2346
1276225280.984194000,2347
1276225280.987725000,2348
1276225280.991971000,2349
1276225280.993189000,2350
1276225280.996469000,2351
1276225281.000716000,2352
1276225281.001946000,2353
1276225281.005459000,2354
1276225281.009969000,2355
1276225281.011148000,2356
1276225281.014449000,2357
1276225281.018947000,2358
1276225281.020156000,2359
1276225281.023698000,2360
1276225281.027700000,2361
1276225281.028923000,2362
1276225281.032194000,2363
1276225281.036648000,2364
1276225281.037913000,2365
1276225281.041686000,2366
1276225281.045685000,2367
1276225281.046894000,2368
1276225281.050181000,2369
1276225281.054431000,2370
1276225281.055674000,2371
1276225281.059425000,2372
1276225281.059463000,2373
1276225281.060844000,2374
1276225281.062389000,2375
1276225281.072119000,2376
1276225281.074211000,2377
1276225281.075320000,2378
1276225281.082443000,2379
1276225281.082615000,2380
1276225281.087212000,2381
1276225281.088285000,2382
1276225281.100198000,2383
1276225281.101494000,2384
1276225281.151080000,2385
1276225281.212992000,2386
1276225281.214411000,2387
1276225281.224282000,2388
1276225281.278238000,2389
1276225281.312531000,2390
1276225281.312777000,2391
1276225281.313457000,2392
1276225281.313796000,2393
1276225281.313948000,2394
1276225281.320998000,2395
1276225281.321211000,2396
1276225281.383486000,2397
1276225281.383493000,2398
1276225281.384830000,2399
1276225281.388460000,2400
1276225281.392469000,2401
1276225281.393709000,2402
1276225281.397215000,2403
1276225281.401713000,2404
1276225281.402947000,2405
1276225281.405668000,2406
1276225281.410446000,2407
1276225281.411680000,2408
1276225281.415453000,2409
1276225281.419452000,2410
1276225281.420684000,2411
1276225281.423917000,2412
